hhid,clust,province,district,s11q2_1,s11q2_2,s11q2_0,s11q2_3,s11q2_4,s11q2_5,s11q2_6,s11q2_7,s11q2_8,s11q2_9,weight,owner,_merge
300310.0,10035.0,Kigali,Nyarugenge,Yes,Sep-23 ,Yes,1.0,20.0,6.0,9.0,150.0,5.0,0.0,606.2190323232322,Household,Matched (3)
300632.0,10071.0,Kigali,Nyarugenge,Yes,April-24,Yes,1.0,30.0,30.0,0.0,,0.0,0.0,542.0040787878788,Household,Matched (3)
300632.0,10071.0,Kigali,Nyarugenge,Yes,June-24,Yes,1.0,30.0,30.0,0.0,,0.0,0.0,542.0040787878788,Household,Matched (3)
300632.0,10071.0,Kigali,Nyarugenge,Yes,July-24,Yes,1.0,20.0,20.0,0.0,,0.0,0.0,542.0040787878788,Household,Matched (3)
300632.0,10071.0,Kigali,Nyarugenge,Yes,May-24,Yes,1.0,30.0,30.0,0.0,,0.0,0.0,542.0040787878788,Household,Matched (3)
300632.0,10071.0,Kigali,Nyarugenge,Yes,Feb-24,Yes,1.0,28.0,28.0,0.0,,0.0,0.0,542.0040787878788,Household,Matched (3)
300632.0,10071.0,Kigali,Nyarugenge,Yes,Sep-23 ,Yes,1.0,5.0,5.0,0.0,,0.0,0.0,542.0040787878788,Household,Matched (3)
300632.0,10071.0,Kigali,Nyarugenge,Yes,Dec-23,Yes,1.0,14.0,14.0,0.0,,0.0,0.0,542.0040787878788,Household,Matched (3)
300632.0,10071.0,Kigali,Nyarugenge,Yes,Jan-24,Yes,1.0,30.0,30.0,0.0,,0.0,0.0,542.0040787878788,Household,Matched (3)
300632.0,10071.0,Kigali,Nyarugenge,Yes,Nov-23,Yes,1.0,8.0,8.0,0.0,,0.0,0.0,542.0040787878788,Household,Matched (3)
300632.0,10071.0,Kigali,Nyarugenge,Yes,March-24,Yes,1.0,30.0,30.0,0.0,,0.0,0.0,542.0040787878788,Household,Matched (3)
300632.0,10071.0,Kigali,Nyarugenge,Yes,Oct-23,Yes,1.0,5.0,5.0,0.0,,0.0,0.0,542.0040787878788,Household,Matched (3)
300635.0,10071.0,Kigali,Nyarugenge,Yes,Dec-23,Yes,2.0,20.0,20.0,0.0,,0.0,0.0,542.0040787878788,Household,Matched (3)
300635.0,10071.0,Kigali,Nyarugenge,Yes,Sep-23 ,Yes,2.0,20.0,20.0,0.0,,0.0,0.0,542.0040787878788,Household,Matched (3)
300635.0,10071.0,Kigali,Nyarugenge,Yes,Oct-23,Yes,2.0,20.0,20.0,0.0,,0.0,0.0,542.0040787878788,Household,Matched (3)
300635.0,10071.0,Kigali,Nyarugenge,Yes,Nov-23,Yes,2.0,20.0,20.0,0.0,,0.0,0.0,542.0040787878788,Household,Matched (3)
300636.0,10071.0,Kigali,Nyarugenge,Yes,April-24,Yes,1.0,16.0,16.0,0.0,,0.0,0.0,542.0040787878788,Household,Matched (3)
300636.0,10071.0,Kigali,Nyarugenge,Yes,July-24,Yes,3.0,22.0,22.0,0.0,,0.0,0.0,542.0040787878788,Household,Matched (3)
300636.0,10071.0,Kigali,Nyarugenge,Yes,June-24,Yes,3.0,20.0,20.0,0.0,,0.0,0.0,542.0040787878788,Household,Matched (3)
300636.0,10071.0,Kigali,Nyarugenge,Yes,May-24,Yes,3.0,29.0,29.0,0.0,,0.0,0.0,542.0040787878788,Household,Matched (3)
300675.0,10076.0,Kigali,Gasabo,Yes,April-24,Yes,1.0,30.0,30.0,0.0,,0.0,0.0,422.4229238249594,Household,Matched (3)
300675.0,10076.0,Kigali,Gasabo,Yes,Nov-23,Yes,1.0,20.0,15.0,5.0,150.0,0.0,0.0,422.4229238249594,Household,Matched (3)
300675.0,10076.0,Kigali,Gasabo,Yes,Oct-23,Yes,1.0,20.0,16.0,4.0,150.0,0.0,0.0,422.4229238249594,Household,Matched (3)
300675.0,10076.0,Kigali,Gasabo,Yes,Feb-24,Yes,2.0,38.0,20.0,10.0,180.0,0.0,8.0,422.4229238249594,Household,Matched (3)
300675.0,10076.0,Kigali,Gasabo,Yes,March-24,Yes,1.0,30.0,30.0,0.0,,0.0,0.0,422.4229238249594,Household,Matched (3)
300675.0,10076.0,Kigali,Gasabo,Yes,Dec-23,Yes,1.0,15.0,10.0,5.0,150.0,0.0,0.0,422.4229238249594,Household,Matched (3)
300675.0,10076.0,Kigali,Gasabo,Yes,Jan-24,Yes,2.0,36.0,20.0,16.0,150.0,0.0,0.0,422.4229238249594,Household,Matched (3)
300675.0,10076.0,Kigali,Gasabo,Yes,June-24,Yes,2.0,60.0,60.0,0.0,,0.0,0.0,422.4229238249594,Household,Matched (3)
300675.0,10076.0,Kigali,Gasabo,Yes,May-24,Yes,2.0,60.0,60.0,0.0,,0.0,0.0,422.4229238249594,Household,Matched (3)
300675.0,10076.0,Kigali,Gasabo,Yes,July-24,Yes,2.0,60.0,60.0,0.0,,0.0,0.0,422.4229238249594,Household,Matched (3)
300676.0,10076.0,Kigali,Gasabo,Yes,Feb-24,Yes,3.0,30.0,30.0,0.0,,0.0,0.0,422.4229238249594,Household,Matched (3)
300676.0,10076.0,Kigali,Gasabo,Yes,Nov-23,Yes,1.0,10.0,10.0,0.0,,0.0,0.0,422.4229238249594,Household,Matched (3)
300827.0,10093.0,Kigali,Gasabo,Yes,Aug-24,Yes,1.0,4.0,0.0,4.0,150.0,0.0,0.0,526.7480074554295,Household,Matched (3)
300827.0,10093.0,Kigali,Gasabo,Yes,Nov-23,Yes,1.0,12.0,0.0,12.0,150.0,0.0,0.0,526.7480074554295,Household,Matched (3)
300827.0,10093.0,Kigali,Gasabo,Yes,Feb-24,Yes,2.0,30.0,10.0,20.0,180.0,0.0,0.0,526.7480074554295,Household,Matched (3)
300827.0,10093.0,Kigali,Gasabo,Yes,June-24,Yes,1.0,5.0,5.0,0.0,,0.0,0.0,526.7480074554295,Household,Matched (3)
300827.0,10093.0,Kigali,Gasabo,Yes,July-24,Yes,2.0,27.0,4.0,10.0,150.0,7.0,6.0,526.7480074554295,Household,Matched (3)
300829.0,10093.0,Kigali,Gasabo,Yes,Oct-23,Yes,1.0,12.0,2.0,0.0,,10.0,0.0,526.7480074554295,Household,Matched (3)
300830.0,10093.0,Kigali,Gasabo,Yes,Feb-24,Yes,1.0,12.0,6.0,0.0,,6.0,0.0,526.7480074554295,Household,Matched (3)
300831.0,10093.0,Kigali,Gasabo,Yes,April-24,Yes,1.0,30.0,10.0,20.0,150.0,0.0,0.0,526.7480074554295,Household,Matched (3)
300831.0,10093.0,Kigali,Gasabo,Yes,Oct-23,Yes,1.0,25.0,10.0,15.0,150.0,0.0,0.0,526.7480074554295,Household,Matched (3)
300831.0,10093.0,Kigali,Gasabo,Yes,June-24,Yes,3.0,30.0,10.0,20.0,150.0,0.0,0.0,526.7480074554295,Household,Matched (3)
300831.0,10093.0,Kigali,Gasabo,Yes,July-24,Yes,2.0,45.0,20.0,25.0,150.0,0.0,0.0,526.7480074554295,Household,Matched (3)
300831.0,10093.0,Kigali,Gasabo,Yes,Feb-24,Yes,1.0,17.0,5.0,12.0,150.0,0.0,0.0,526.7480074554295,Household,Matched (3)
300831.0,10093.0,Kigali,Gasabo,Yes,Dec-23,Yes,1.0,25.0,5.0,12.0,15.0,8.0,0.0,526.7480074554295,Household,Matched (3)
300831.0,10093.0,Kigali,Gasabo,Yes,May-24,Yes,1.0,31.0,15.0,16.0,150.0,0.0,0.0,526.7480074554295,Household,Matched (3)
300831.0,10093.0,Kigali,Gasabo,Yes,Sep-23 ,Yes,1.0,25.0,10.0,15.0,150.0,0.0,0.0,526.7480074554295,Household,Matched (3)
300831.0,10093.0,Kigali,Gasabo,Yes,Jan-24,Yes,1.0,15.0,5.0,10.0,150.0,0.0,0.0,526.7480074554295,Household,Matched (3)
300831.0,10093.0,Kigali,Gasabo,Yes,March-24,Yes,1.0,31.0,16.0,15.0,150.0,0.0,0.0,526.7480074554295,Household,Matched (3)
300831.0,10093.0,Kigali,Gasabo,Yes,Nov-23,Yes,1.0,25.0,10.0,15.0,150.0,0.0,0.0,526.7480074554295,Household,Matched (3)
300881.0,10099.0,Kigali,Gasabo,Yes,July-24,Yes,2.0,55.0,15.0,40.0,180.0,0.0,0.0,856.5361200972446,Household,Matched (3)
300881.0,10099.0,Kigali,Gasabo,Yes,June-24,Yes,2.0,60.0,20.0,40.0,180.0,0.0,0.0,856.5361200972446,Household,Matched (3)
300881.0,10099.0,Kigali,Gasabo,Yes,May-24,Yes,2.0,62.0,20.0,42.0,180.0,0.0,0.0,856.5361200972446,Household,Matched (3)
300881.0,10099.0,Kigali,Gasabo,Yes,Aug-24,Yes,2.0,50.0,15.0,35.0,180.0,0.0,0.0,856.5361200972446,Household,Matched (3)
300883.0,10099.0,Kigali,Gasabo,Yes,May-24,Yes,1.0,30.0,4.0,26.0,180.0,0.0,0.0,856.5361200972446,Household,Matched (3)
300883.0,10099.0,Kigali,Gasabo,Yes,Aug-24,Yes,1.0,25.0,4.0,21.0,180.0,0.0,0.0,856.5361200972446,Household,Matched (3)
300883.0,10099.0,Kigali,Gasabo,Yes,July-24,Yes,1.0,34.0,4.0,26.0,180.0,4.0,0.0,856.5361200972446,Household,Matched (3)
300883.0,10099.0,Kigali,Gasabo,Yes,June-24,Yes,1.0,30.0,4.0,26.0,180.0,0.0,0.0,856.5361200972446,Household,Matched (3)
301481.0,10166.0,Kigali,Kicukiro,Yes,Aug-24,Yes,1.0,10.0,2.0,0.0,,8.0,0.0,705.8718016260163,Household,Matched (3)
301481.0,10166.0,Kigali,Kicukiro,Yes,Feb-24,Yes,1.0,25.0,5.0,20.0,150.0,0.0,0.0,705.8718016260163,Household,Matched (3)
301959.0,10219.0,South,Nyanza,Yes,July-24,Yes,1.0,10.0,2.0,0.0,,8.0,0.0,359.563,Household,Matched (3)
301959.0,10219.0,South,Nyanza,Yes,Jan-24,Yes,1.0,13.0,0.0,0.0,,13.0,0.0,359.563,Household,Matched (3)
302002.0,10224.0,South,Nyanza,Yes,Jan-24,Yes,1.0,8.0,2.0,0.0,,4.0,2.0,527.219,Household,Matched (3)
302002.0,10224.0,South,Nyanza,Yes,July-24,Yes,1.0,9.0,0.0,0.0,,9.0,0.0,527.219,Household,Matched (3)
302002.0,10224.0,South,Nyanza,Yes,May-24,Yes,1.0,10.0,0.0,5.0,100.0,4.0,1.0,527.219,Household,Matched (3)
302014.0,10225.0,South,Nyanza,Yes,Nov-23,Yes,2.0,30.0,12.0,0.0,,18.0,0.0,573.3462,Household,Matched (3)
302014.0,10225.0,South,Nyanza,Yes,July-24,Yes,1.0,7.0,0.0,0.0,,7.0,0.0,573.3462,Household,Matched (3)
302014.0,10225.0,South,Nyanza,Yes,Feb-24,Yes,2.0,30.0,10.0,20.0,120.0,0.0,0.0,573.3462,Household,Matched (3)
302014.0,10225.0,South,Nyanza,Yes,June-24,Yes,2.0,30.0,0.0,30.0,120.0,0.0,0.0,573.3462,Household,Matched (3)
302017.0,10225.0,South,Nyanza,Yes,March-24,Yes,2.0,45.0,36.0,0.0,,9.0,0.0,573.3462,Household,Matched (3)
302017.0,10225.0,South,Nyanza,Yes,Jan-24,Yes,1.0,25.0,15.0,0.0,,10.0,0.0,573.3462,Household,Matched (3)
302017.0,10225.0,South,Nyanza,Yes,May-24,Yes,1.0,30.0,30.0,0.0,,0.0,0.0,573.3462,Household,Matched (3)
302017.0,10225.0,South,Nyanza,Yes,April-24,Yes,2.0,30.0,30.0,0.0,,0.0,0.0,573.3462,Household,Matched (3)
302017.0,10225.0,South,Nyanza,Yes,June-24,Yes,1.0,45.0,45.0,0.0,,0.0,0.0,573.3462,Household,Matched (3)
302017.0,10225.0,South,Nyanza,Yes,Aug-24,Yes,2.0,45.0,45.0,0.0,,0.0,0.0,573.3462,Household,Matched (3)
302017.0,10225.0,South,Nyanza,Yes,July-24,Yes,2.0,45.0,45.0,0.0,,0.0,0.0,573.3462,Household,Matched (3)
302018.0,10225.0,South,Nyanza,Yes,April-24,Yes,1.0,8.0,0.0,0.0,,8.0,0.0,573.3462,Household,Matched (3)
302018.0,10225.0,South,Nyanza,Yes,May-24,Yes,2.0,20.0,5.0,0.0,,15.0,0.0,573.3462,Household,Matched (3)
302040.0,10228.0,South,Nyanza,Yes,Feb-24,Yes,2.0,26.0,19.0,7.0,100.0,0.0,0.0,770.1202,Household,Matched (3)
302040.0,10228.0,South,Nyanza,Yes,July-24,Yes,1.0,12.0,4.0,0.0,,8.0,0.0,770.1202,Household,Matched (3)
302042.0,10228.0,South,Nyanza,Yes,Feb-24,Yes,20.0,12.0,4.0,8.0,150.0,0.0,0.0,770.1202,Household,Matched (3)
302042.0,10228.0,South,Nyanza,Yes,Jan-24,Yes,20.0,20.0,4.0,16.0,150.0,0.0,0.0,770.1202,Household,Matched (3)
302043.0,10228.0,South,Nyanza,Yes,July-24,Yes,2.0,16.0,0.0,0.0,,16.0,0.0,770.1202,Household,Matched (3)
302043.0,10228.0,South,Nyanza,Yes,Jan-24,Yes,1.0,18.0,8.0,0.0,,10.0,0.0,770.1202,Household,Matched (3)
302043.0,10228.0,South,Nyanza,Yes,Aug-24,Yes,2.0,8.0,0.0,0.0,,8.0,0.0,770.1202,Household,Matched (3)
302043.0,10228.0,South,Nyanza,Yes,Feb-24,Yes,1.0,15.0,15.0,0.0,,0.0,0.0,770.1202,Household,Matched (3)
302056.0,10230.0,South,Nyanza,Yes,Feb-24,Yes,1.0,10.0,0.0,10.0,100.0,0.0,0.0,552.5894,Household,Matched (3)
302056.0,10230.0,South,Nyanza,Yes,March-24,Yes,1.0,6.0,2.0,0.0,,4.0,0.0,552.5894,Household,Matched (3)
302056.0,10230.0,South,Nyanza,Yes,Dec-23,Yes,1.0,8.0,0.0,8.0,100.0,0.0,0.0,552.5894,Household,Matched (3)
302056.0,10230.0,South,Nyanza,Yes,July-24,Yes,1.0,6.0,2.0,0.0,,4.0,0.0,552.5894,Household,Matched (3)
302057.0,10230.0,South,Nyanza,Yes,Jan-24,Yes,1.0,10.0,10.0,0.0,0.0,0.0,0.0,552.5894,Household,Matched (3)
302057.0,10230.0,South,Nyanza,Yes,Oct-23,Yes,1.0,10.0,0.0,10.0,180.0,0.0,0.0,552.5894,Household,Matched (3)
302057.0,10230.0,South,Nyanza,Yes,Dec-23,Yes,1.0,10.0,0.0,10.0,180.0,0.0,0.0,552.5894,Household,Matched (3)
302057.0,10230.0,South,Nyanza,Yes,Aug-24,Yes,4.0,34.0,0.0,34.0,170.0,0.0,0.0,552.5894,Household,Matched (3)
302057.0,10230.0,South,Nyanza,Yes,May-24,Yes,4.0,34.0,0.0,34.0,170.0,0.0,0.0,552.5894,Household,Matched (3)
302059.0,10230.0,South,Nyanza,Yes,Feb-24,Yes,2.0,4.0,4.0,0.0,,0.0,0.0,552.5894,Household,Matched (3)
302059.0,10230.0,South,Nyanza,Yes,May-24,Yes,1.0,15.0,12.0,3.0,150.0,0.0,0.0,552.5894,Household,Matched (3)
302062.0,10230.0,South,Nyanza,Yes,Sep-23 ,Yes,2.0,26.0,0.0,17.0,150.0,9.0,0.0,552.5894,Household,Matched (3)
302062.0,10230.0,South,Nyanza,Yes,June-24,Yes,1.0,25.0,0.0,13.0,150.0,12.0,0.0,552.5894,Household,Matched (3)
302062.0,10230.0,South,Nyanza,Yes,Feb-24,Yes,2.0,12.0,5.0,7.0,150.0,0.0,0.0,552.5894,Household,Matched (3)
302062.0,10230.0,South,Nyanza,Yes,July-24,Yes,1.0,18.0,0.0,18.0,150.0,0.0,0.0,552.5894,Household,Matched (3)
302079.0,10232.0,South,Nyanza,Yes,Nov-23,Yes,2.0,30.0,15.0,15.0,170.0,0.0,0.0,809.1768,Household,Matched (3)
302079.0,10232.0,South,Nyanza,Yes,Oct-23,Yes,2.0,30.0,15.0,15.0,170.0,0.0,0.0,809.1768,Household,Matched (3)
302079.0,10232.0,South,Nyanza,Yes,May-24,Yes,1.0,10.0,10.0,0.0,,0.0,0.0,971.0121599999999,Household,Matched (3)
302079.0,10232.0,South,Nyanza,Yes,Aug-24,Yes,1.0,7.0,7.0,0.0,,0.0,0.0,971.0121599999999,Household,Matched (3)
302079.0,10232.0,South,Nyanza,Yes,June-24,Yes,1.0,18.0,18.0,0.0,,0.0,0.0,971.0121599999999,Household,Matched (3)
302079.0,10232.0,South,Nyanza,Yes,Sep-23 ,Yes,2.0,30.0,15.0,15.0,170.0,0.0,0.0,809.1768,Household,Matched (3)
302079.0,10232.0,South,Nyanza,Yes,July-24,Yes,1.0,7.0,7.0,0.0,,0.0,0.0,971.0121599999999,Household,Matched (3)
302113.0,10236.0,South,Nyanza,Yes,Dec-23,Yes,1.0,13.0,9.0,0.0,0.0,4.0,0.0,302.6344,Household,Matched (3)
302113.0,10236.0,South,Nyanza,Yes,June-24,Yes,1.0,15.0,8.0,0.0,,7.0,0.0,302.6344,Household,Matched (3)
302113.0,10236.0,South,Nyanza,Yes,Sep-23 ,Yes,1.0,12.0,12.0,0.0,0.0,0.0,0.0,302.6344,Household,Matched (3)
302115.0,10236.0,South,Nyanza,Yes,Aug-24,Yes,2.0,7.0,0.0,7.0,150.0,0.0,0.0,302.6344,Household,Matched (3)
302115.0,10236.0,South,Nyanza,Yes,Sep-23 ,Yes,1.0,12.0,12.0,0.0,0.0,0.0,0.0,302.6344,Household,Matched (3)
302115.0,10236.0,South,Nyanza,Yes,Jan-24,Yes,2.0,20.0,20.0,0.0,0.0,0.0,0.0,302.6344,Household,Matched (3)
302115.0,10236.0,South,Nyanza,Yes,Feb-24,Yes,3.0,30.0,15.0,15.0,140.0,0.0,0.0,302.6344,Household,Matched (3)
302159.0,10241.0,South,Nyanza,Yes,Jan-24,Yes,1.0,10.0,10.0,0.0,,0.0,0.0,537.8854,Household,Matched (3)
302159.0,10241.0,South,Nyanza,Yes,Dec-23,Yes,1.0,10.0,10.0,0.0,,0.0,0.0,537.8854,Household,Matched (3)
302159.0,10241.0,South,Nyanza,Yes,Sep-23 ,Yes,1.0,10.0,10.0,0.0,,0.0,0.0,537.8854,Household,Matched (3)
302159.0,10241.0,South,Nyanza,Yes,Feb-24,Yes,1.0,10.0,10.0,0.0,,0.0,0.0,537.8854,Household,Matched (3)
302159.0,10241.0,South,Nyanza,Yes,Nov-23,Yes,1.0,10.0,10.0,0.0,,0.0,0.0,537.8854,Household,Matched (3)
302184.0,10244.0,South,Nyanza,Yes,July-24,Yes,1.0,12.0,4.0,0.0,,8.0,0.0,431.9434,Household,Matched (3)
302184.0,10244.0,South,Nyanza,Yes,June-24,Yes,1.0,12.0,4.0,0.0,,8.0,0.0,431.9434,Household,Matched (3)
302185.0,10244.0,South,Nyanza,Yes,Feb-24,Yes,3.0,62.0,20.0,40.0,110.0,0.0,2.0,431.9434,Household,Matched (3)
302185.0,10244.0,South,Nyanza,Yes,July-24,Yes,3.0,10.0,10.0,0.0,,0.0,0.0,431.9434,Household,Matched (3)
302185.0,10244.0,South,Nyanza,Yes,Sep-23 ,Yes,2.0,54.0,10.0,44.0,100.0,0.0,0.0,431.9434,Household,Matched (3)
302185.0,10244.0,South,Nyanza,Yes,Nov-23,Yes,1.0,15.0,2.0,13.0,110.0,0.0,0.0,431.9434,Household,Matched (3)
302185.0,10244.0,South,Nyanza,Yes,Dec-23,Yes,2.0,40.0,30.0,10.0,110.0,0.0,0.0,431.9434,Household,Matched (3)
302185.0,10244.0,South,Nyanza,Yes,May-24,Yes,3.0,52.0,15.0,10.0,120.0,20.0,7.0,431.9434,Household,Matched (3)
302185.0,10244.0,South,Nyanza,Yes,Aug-24,Yes,4.0,40.0,20.0,10.0,120.0,10.0,0.0,431.9434,Household,Matched (3)
302189.0,10244.0,South,Nyanza,Yes,Oct-23,Yes,1.0,13.0,5.0,0.0,,8.0,0.0,431.9434,Household,Matched (3)
302189.0,10244.0,South,Nyanza,Yes,Feb-24,Yes,1.0,9.0,2.0,0.0,,7.0,0.0,431.9434,Household,Matched (3)
302189.0,10244.0,South,Nyanza,Yes,July-24,Yes,3.0,29.0,4.0,16.0,120.0,9.0,0.0,431.9434,Household,Matched (3)
302218.0,10248.0,South,Nyanza,Yes,Feb-24,Yes,3.0,30.0,0.0,20.0,100.0,10.0,0.0,392.203,Household,Matched (3)
302218.0,10248.0,South,Nyanza,Yes,July-24,Yes,3.0,30.0,5.0,15.0,150.0,10.0,0.0,392.203,Household,Matched (3)
302219.0,10248.0,South,Nyanza,Yes,Feb-24,Yes,1.0,9.0,0.0,5.0,100.0,4.0,0.0,392.203,Household,Matched (3)
302219.0,10248.0,South,Nyanza,Yes,July-24,Yes,2.0,19.0,10.0,5.0,140.0,4.0,0.0,392.203,Household,Matched (3)
302219.0,10248.0,South,Nyanza,Yes,Nov-23,Yes,2.0,20.0,7.0,0.0,,0.0,13.0,392.203,Household,Matched (3)
302220.0,10248.0,South,Nyanza,Yes,April-24,Yes,2.0,12.0,0.0,8.0,70.0,0.0,4.0,392.203,Household,Matched (3)
302224.0,10248.0,South,Nyanza,Yes,Jan-24,Yes,2.0,35.0,3.0,20.0,100.0,12.0,0.0,392.203,Household,Matched (3)
302224.0,10248.0,South,Nyanza,Yes,June-24,Yes,1.0,16.0,5.0,4.0,130.0,7.0,0.0,392.203,Household,Matched (3)
302224.0,10248.0,South,Nyanza,Yes,July-24,Yes,1.0,6.0,6.0,0.0,,0.0,0.0,392.203,Household,Matched (3)
302224.0,10248.0,South,Nyanza,Yes,May-24,Yes,1.0,4.0,4.0,0.0,,0.0,0.0,392.203,Household,Matched (3)
302226.0,10248.0,South,Nyanza,Yes,Feb-24,Yes,1.0,9.0,0.0,0.0,,9.0,0.0,392.203,Household,Matched (3)
302226.0,10248.0,South,Nyanza,Yes,June-24,Yes,2.0,16.0,0.0,0.0,,16.0,0.0,392.203,Household,Matched (3)
302231.0,10249.0,South,Nyanza,Yes,June-24,Yes,1.0,20.0,0.0,20.0,300.0,0.0,0.0,813.0372,Household,Matched (3)
302231.0,10249.0,South,Nyanza,Yes,Dec-23,Yes,3.0,36.0,36.0,0.0,,0.0,0.0,813.0372,Household,Matched (3)
302231.0,10249.0,South,Nyanza,Yes,July-24,Yes,1.0,10.0,0.0,10.0,300.0,0.0,0.0,813.0372,Household,Matched (3)
302231.0,10249.0,South,Nyanza,Yes,Jan-24,Yes,3.0,30.0,12.0,0.0,,18.0,0.0,813.0372,Household,Matched (3)
302234.0,10249.0,South,Nyanza,Yes,Feb-24,Yes,1.0,9.0,9.0,0.0,,0.0,0.0,813.0372,Household,Matched (3)
302234.0,10249.0,South,Nyanza,Yes,July-24,Yes,2.0,45.0,5.0,40.0,150.0,0.0,0.0,813.0372,Household,Matched (3)
302236.0,10250.0,South,Nyanza,Yes,Dec-23,Yes,1.0,12.0,12.0,0.0,,0.0,0.0,627.9871,Household,Matched (3)
302236.0,10250.0,South,Nyanza,Yes,June-24,Yes,1.0,5.0,0.0,5.0,150.0,0.0,0.0,627.9871,Household,Matched (3)
302236.0,10250.0,South,Nyanza,Yes,Oct-23,Yes,1.0,12.0,8.0,4.0,150.0,0.0,0.0,627.9871,Household,Matched (3)
302236.0,10250.0,South,Nyanza,Yes,Aug-24,Yes,2.0,30.0,10.0,20.0,150.0,0.0,0.0,627.9871,Household,Matched (3)
302236.0,10250.0,South,Nyanza,Yes,April-24,Yes,1.0,15.0,5.0,10.0,150.0,0.0,0.0,627.9871,Household,Matched (3)
302236.0,10250.0,South,Nyanza,Yes,March-24,Yes,3.0,45.0,15.0,30.0,150.0,0.0,0.0,627.9871,Household,Matched (3)
302236.0,10250.0,South,Nyanza,Yes,July-24,Yes,2.0,29.0,5.0,24.0,150.0,0.0,0.0,627.9871,Household,Matched (3)
302281.0,10255.0,South,Nyanza,Yes,Oct-23,Yes,1.0,12.0,12.0,0.0,,0.0,0.0,556.1647,Household,Matched (3)
302281.0,10255.0,South,Nyanza,Yes,Jan-24,Yes,1.0,12.0,7.0,5.0,130.0,0.0,0.0,556.1647,Household,Matched (3)
302281.0,10255.0,South,Nyanza,Yes,Dec-23,Yes,1.0,12.0,12.0,0.0,,0.0,0.0,556.1647,Household,Matched (3)
302281.0,10255.0,South,Nyanza,Yes,Nov-23,Yes,1.0,12.0,7.0,5.0,130.0,0.0,0.0,556.1647,Household,Matched (3)
302286.0,10255.0,South,Nyanza,Yes,July-24,Yes,1.0,15.0,5.0,10.0,150.0,0.0,0.0,556.1647,Household,Matched (3)
302286.0,10255.0,South,Nyanza,Yes,June-24,Yes,2.0,20.0,6.0,14.0,150.0,0.0,0.0,556.1647,Household,Matched (3)
302309.0,10258.0,South,Nyanza,Yes,Nov-23,Yes,2.0,33.0,9.0,0.0,0.0,16.0,8.0,278.7831,Household,Matched (3)
302309.0,10258.0,South,Nyanza,Yes,July-24,Yes,1.0,25.0,25.0,0.0,,0.0,0.0,278.7831,Household,Matched (3)
302309.0,10258.0,South,Nyanza,Yes,Aug-24,Yes,1.0,10.0,10.0,0.0,,0.0,0.0,278.7831,Household,Matched (3)
302309.0,10258.0,South,Nyanza,Yes,Dec-23,Yes,2.0,33.0,33.0,0.0,0.0,0.0,0.0,278.7831,Household,Matched (3)
302310.0,10258.0,South,Nyanza,Yes,June-24,Yes,1.0,15.0,15.0,0.0,,0.0,0.0,278.7831,Household,Matched (3)
302310.0,10258.0,South,Nyanza,Yes,May-24,Yes,1.0,15.0,15.0,0.0,,0.0,0.0,278.7831,Household,Matched (3)
302310.0,10258.0,South,Nyanza,Yes,Feb-24,Yes,1.0,4.0,4.0,0.0,0.0,0.0,0.0,278.7831,Household,Matched (3)
302310.0,10258.0,South,Nyanza,Yes,Oct-23,Yes,4.0,65.0,15.0,50.0,150.0,0.0,0.0,278.7831,Household,Matched (3)
302310.0,10258.0,South,Nyanza,Yes,July-24,Yes,1.0,15.0,15.0,0.0,,0.0,0.0,278.7831,Household,Matched (3)
302311.0,10258.0,South,Nyanza,Yes,Oct-23,Yes,1.0,15.0,15.0,0.0,,0.0,0.0,278.7831,Household,Matched (3)
302311.0,10258.0,South,Nyanza,Yes,Jan-24,Yes,1.0,15.0,15.0,0.0,,0.0,0.0,278.7831,Household,Matched (3)
302314.0,10258.0,South,Nyanza,Yes,May-24,Yes,1.0,8.0,0.0,3.0,100.0,4.0,1.0,278.7831,Household,Matched (3)
302314.0,10258.0,South,Nyanza,Yes,Feb-24,Yes,1.0,4.0,2.0,0.0,0.0,0.0,2.0,278.7831,Household,Matched (3)
302317.0,10259.0,South,Nyanza,Yes,June-24,Yes,1.0,10.0,2.0,8.0,160.0,0.0,0.0,822.5504,Household,Matched (3)
302317.0,10259.0,South,Nyanza,Yes,Jan-24,Yes,1.0,10.0,3.0,7.0,150.0,0.0,0.0,822.5504,Household,Matched (3)
302317.0,10259.0,South,Nyanza,Yes,July-24,Yes,1.0,10.0,2.0,8.0,160.0,0.0,0.0,822.5504,Household,Matched (3)
302317.0,10259.0,South,Nyanza,Yes,Aug-24,Yes,1.0,10.0,2.0,8.0,150.0,0.0,0.0,822.5504,Household,Matched (3)
302319.0,10259.0,South,Nyanza,Yes,Dec-23,Yes,1.0,9.0,0.0,0.0,0.0,0.0,9.0,822.5504,Household,Matched (3)
302319.0,10259.0,South,Nyanza,Yes,Nov-23,Yes,1.0,24.0,16.0,8.0,150.0,0.0,0.0,822.5504,Household,Matched (3)
302319.0,10259.0,South,Nyanza,Yes,Sep-23 ,Yes,1.0,19.0,8.0,11.0,150.0,0.0,0.0,822.5504,Household,Matched (3)
302320.0,10259.0,South,Nyanza,Yes,July-24,Yes,1.0,6.0,0.0,0.0,,6.0,0.0,822.5504,Household,Matched (3)
302320.0,10259.0,South,Nyanza,Yes,Feb-24,Yes,1.0,10.0,4.0,6.0,100.0,0.0,0.0,822.5504,Household,Matched (3)
